url,versionsDB,versionsJSON,versions
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41362-0002.csv,58,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41141-0007.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41145-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41141-0015.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21321-0001.csv,58,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0007.csv,58,93,0
http://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:LANDSCHUTZGEBOGD&srsName=EPSG:4326&outputFormat=csv,58,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/24911-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21311-0012.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0081.csv,58,92,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41145-0006.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12411-0006.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22922-0006.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22111-0001.csv,58,94,0
http://wfs-kbhkort.kk.dk/k101/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=k101:trafikskilte&outputFormat=csv&SRSNAME=EPSG:4326,58,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/13321-0003.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41241-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22512-0002.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/46100-0005.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22922-0008.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22412-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0110.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/46131-0006.csv,58,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12613-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12521-0009.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12521-0008.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0106.csv,58,92,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12711-0002.csv,58,93,0
https://health.data.ny.gov/api/views/3crb-9i37/rows.csv?accessType=DOWNLOAD,58,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12611-0002.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12711-0004.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41122-0003.csv,58,94,0
